Title,Publish Date,Duration,Tags,Category,Guest Name,View Counts,Like Counts,Count Date
Joe Rogan Experience #860 - Russell Peters,2016-10-15T01:54:55Z,11308.0,"['Joe Rogan Experience', 'podcast', 'UFC', 'mma', 'Ultimate Fighting Championship', 'JRE', 'JRE #860', '860', 'Russell Peters', 'Joe Rogan', 'stand up', 'stand-up comedy', 'jokes', 'funny', 'comedian', 'comedy', 'Deathsquad', 'Freak Party']",22,Russell Peters,945333,7099,2016-10-15T01:54:55Z
Joe Rogan Experience #859 - Brian Redban,2016-10-14T04:28:46Z,12293.0,"['Joe Rogan Experience', 'podcast', 'mma', 'UFC', 'Ultimate Fighting Championship', 'Redban', 'Joe Rogan', 'Deathsquad', 'Freak Party', 'JRE #859', '859', 'funny', 'jokes', 'stand up', 'comedian', 'comedy']",22,Brian Redban,450095,3265,2016-10-14T04:28:46Z
Joe Rogan Experience #858 - Jesse Ventura,2016-10-14T02:12:53Z,7882.0,"['Joe Rogan Experience', 'podcast', 'JRE #858', '858', 'JRE', 'Jesse Ventura', 'MMA', 'UFC', 'Ultimate Fighting Championship', 'Joe Rogan', 'Deathsquad', 'Freak Party', 'funny', 'jokes', 'stand up', 'comedy', 'comedian']",22,Jesse Ventura,6165723,63879,2016-10-14T02:12:53Z
Joe Rogan Experience  #857 - Dan Bilzerian,2016-10-13T02:21:14Z,10801.0,"['Joe Rogan Experience', 'podcast', 'JRE #857', '857', 'Joe Rogan', 'MMA', 'UFC', 'Ultimate Fighting Championship', 'funny', 'jokes', 'comedy', 'comedian', 'stand up', 'JRE', 'poker', 'world travel', 'heartattack', 'Dan Bilzerian', 'King of INstagram']",22,Dan Bilzerian,19474837,168776,2016-10-13T02:21:14Z
"Joe Rogan Experience  - Fight Companion - October 8, 2016",2016-10-09T08:37:14Z,18993.0,"['UFC', 'Ultimate Fighting Championship', 'Fight Night', 'JRE', 'Joe Rogan', 'Brendan Schaub', 'Eddie Bravo', 'fighting', 'jokes', 'comedy', 'comedian', 'stand up', 'mma', 'funny', 'Fight Companion', 'UFC 204', 'Michael Bisping', 'Dan Henderson', 'Manchester', 'United Kingdom', 'Cameron Hanes', 'Cam Hanes']",22,"October 8, 2016",998510,8727,2016-10-09T08:37:14Z
Joe Rogan Experience #855 - Tom Segura & Christina Pazsitzky,2016-10-04T02:04:24Z,12301.0,"['Joe Rogan Experience', ""Your Mom's House Podcast"", 'podcast', 'Joe Rogan', 'Tom Segura', 'Christina Pazsitzky', 'JRE #855', '855', 'JRE', 'mma', 'UFC', 'Ultimate Fighting Championship', 'non-binary', 'poly', 'comedy', 'comedian', 'funny', 'jokes', 'stand up']",22,Tom Segura & Christina Pazsitzky,2283995,16203,2016-10-04T02:04:24Z
Joe Rogan Experience #853 - Adam Greentree,2016-09-29T04:43:02Z,11370.0,"['Joe Rogan Experience', 'podcast', 'JRE #853', '853', 'Adam Greentree', 'UFC', 'MMA', 'Ultimate Fighting Championship', 'hunting', 'bow hunting', 'bow', 'arrow', 'photography', 'Australia', 'outback', 'night photography']",22,Adam Greentree,670028,6057,2016-09-29T04:43:02Z
Joe Rogan Experience #852 - John Anthony West,2016-09-28T02:52:40Z,11154.0,"['Joe Rogan Experience', 'JRE', 'Joe Rogan', 'MMA', 'UFC', 'Ultimate Fighting Championship', 'John Anthony West', 'Ancient Egpyt', 'Sphinx', 'Great Pyramid', 'Cairo', 'Egypt', 'JRE #852', '852', 'comedian', 'comedy', 'jokes', 'stand up', 'funny', 'podcast']",22,John Anthony West,4884923,40519,2016-09-28T02:52:40Z
Joe Rogan Experience #851 - Shane Mauss,2016-09-27T00:40:11Z,9896.0,"['Joe Rogan Experience', 'podcast', 'Shane Mauss', 'comedian', 'comedy', 'stand up', 'funny', 'jokes', 'laugh', 'Joe Rogan', 'mma', 'UFC', 'Ultimate Fighting Championship', 'JRE #851', '851', 'Deathsquad', 'Freak Party']",22,Shane Mauss,345200,3148,2016-09-27T00:40:11Z
Joe Rogan Experience #850 - George Perez,2016-09-23T01:52:18Z,10598.0,"['Joe Rogan Experience', 'podcast', 'JRE #850', '850', 'JRE', 'Joe Rogan', 'mma', 'UFC', 'Ultimate Fighting Championship', 'comedian', 'comedy', 'jokes', 'funny', 'laugh', 'George Perez', 'Yo Mama', 'Deathsquad', 'Freak Party', 'prison stories']",22,George Perez,679911,7595,2016-09-23T01:52:18Z
Joe Rogan Experience #849 - James Kingston,2016-09-21T01:43:04Z,4870.0,"['Joe Rogan Experience', 'mma', 'UFC', 'Ultimate Fighting Championship', 'James Kingston', 'Crazy Russians', 'JRE #849', '849', 'parkour', 'free running', 'Joe Rogan', 'Eiffel Tower', 'climbing', 'adventure', 'extreme sports', 'go-pro']",22,James Kingston,427657,5488,2016-09-21T01:43:04Z
Joe Rogan Experience #848 - Bryan Callen,2016-09-20T23:50:57Z,8754.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Freak', 'Party', 'Joe Rogan (Celebrity)', 'Bryan Callen (TV Actor)', 'Stand-up Comedy (TV Genre)', 'Television (Invention)', 'Humor', 'FTATK', 'The Fighter & The Kid', 'Brendan Schaub (Athlete)', 'JRE #848', '848']",22,Bryan Callen,574418,4781,2016-09-20T23:50:57Z
"Joe Rogan Experience - Fight Companion - September 17, 2016",2016-09-18T06:30:59Z,12116.0,"['UFC', 'Ultimate Fighting Championship', 'Fight Night', 'JRE', 'Michael Johnson', 'Dustin Porier', 'Hidalgo', 'Texas', 'Joe Rogan', 'Joe Schilling', 'Brendan Schaub', 'Eddie Bravo', 'fighting', 'jokes', 'comedy', 'comedian', 'stand up', 'mma', 'funny', 'Fight Companion']",22,"September 17, 2016",737281,5334,2016-09-18T06:30:59Z
Joe Rogan Experience #847 - Dan Carlin,2016-09-16T02:50:07Z,10860.0,"['Joe Rogan Experience', 'podcast', 'JRE', 'Joe Rogan', 'MMA', 'UFC', 'Ultimate Fighing Championship', 'Dan Carlin', 'history', 'Hardcore History', 'Common Sense', 'JRE #847', '847', 'comedy', 'comedian', 'jokes', 'funny', 'JFK assassination']",22,Dan Carlin,1258281,11153,2016-09-16T02:50:07Z
Joe Rogan Experience #846 - Michael Shermer,2016-09-15T02:41:05Z,10648.0,"['Joe Rogan Experience', 'JRE', 'Joe Rogan', 'Michael Shermer', 'JRE #846', '846', 'UFC', 'MMA', 'Ultimate Fighting Championship', 'Skeptic Magazine', 'skeptic', 'comedian', 'comedy', 'jokes', 'funny', 'laugh', 'stand up']",22,Michael Shermer,1488355,8297,2016-09-15T02:41:05Z
"Joe Rogan Experience #845 - TJ Dillashaw, Duane Ludwig & Bas Rutten",2016-09-13T00:08:55Z,8636.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Ultimate Fighting Championship (Organization)', 'Stand-up Comedy (TV Genre)', 'TJ Dillashaw', 'Duane Ludwig (TV Actor)', 'Bang Muy Thai', 'Bas Rutten', 'Joe Rogan', 'JRE #845', '845', 'UFC 203', '203']",22,"TJ Dillashaw, Duane Ludwig & Bas Rutten",1561498,8828,2016-09-13T00:08:55Z
Joe Rogan Experience #844 - Andreas Antonopoulos,2016-09-08T01:25:40Z,8327.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Joe Rogan (Celebrity)', 'Andreas Antonopoulos', 'Crypto Currenct', 'Crypto', 'Freak Party', 'Stand-up Comedy (TV Genre)', 'Humor', 'Bitcoin', 'JRE #844', '844']",22,Andreas Antonopoulos,730159,10380,2016-09-08T01:25:40Z
Joe Rogan Experience #843 - Tony Hinchcliffe,2016-09-07T02:01:27Z,9769.0,"['Joe Rogan Experience', 'podcast', 'JRE #843', '843', 'Joe Rogan', 'Tony Hinchcliffe', 'Brian Redban', 'redban', 'UFC', 'Ultimate Fighting Championship', 'mma', 'fighting', 'comedy', 'comedian', 'jokes', 'funny', 'laugh', 'hilarious', 'stand up', 'roast', 'ann coulter', 'rob lowe']",22,Tony Hinchcliffe,597077,4429,2016-09-07T02:01:27Z
Joe Rogan Experience #842 - Chris Kresser,2016-09-05T21:46:36Z,8668.0,"['Joe Rogan Experience', 'podcast', 'JRE', 'JRE #842', '842', 'Joe Rogan', 'Chris Kresser', 'Paleo', 'diet', 'lifestyle', 'food', 'gut', 'probiotics', 'comedy', 'funny', 'jokes', 'stand up', 'UFC', 'Ultimate Fighting Championship', 'comedian']",22,Chris Kresser,494590,6203,2016-09-05T21:46:36Z
"Joe Rogan Experience - Fight Companion - September 3, 2016",2016-09-04T00:20:21Z,10469.0,"['Joe Rogan Experience', 'Fight Companion', 'Fight COmp', 'UFC', 'Ultimate Fighting Championship', 'Fight Night', 'JRE', 'Brendan Schaub', 'Joe Rogan', 'Bryan Callen', 'Eddie Bravo', 'comedian', 'comedy', 'funny', 'jokes', 'jiu jitsu', '10th Planet', 'Fighter & The Kid', 'Hamburg']",22,"September 3, 2016",726316,5170,2016-09-04T00:20:21Z
Joe Rogan Experience #841 - Greg Fitzsimmons,2016-09-01T05:13:22Z,11686.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Freak', 'Party', 'GReg Fitzsimmons', 'Joe Rogan', 'comedian', 'JRE #841', '841']",22,Greg Fitzsimmons,414239,3138,2016-09-01T05:13:22Z
Joe Rogan Experience #840 - Donald Cerrone,2016-08-31T02:54:50Z,12253.0,"['Joe Rogan Experience', 'podcast', 'mma', 'UFC', 'Ultimate Fighting Championship', 'JRE', 'Donal Cerrone', 'Cowboy Cerrone', 'Cowboy', 'Joe Rogan', 'fighting', 'stand up', 'comedy', 'funny', 'jokes', 'laugh', 'JRE #840', '840']",22,Donald Cerrone,1876298,16455,2016-08-31T02:54:50Z
Joe Rogan Experience #839 - Tom Papa,2016-08-30T02:01:44Z,10747.0,"['Joe Rogan Experience', 'podcast', 'JRE #839', '839', 'Joe Rogan', 'Tom Papa', 'UFC', 'ultimate Fighting Championship', 'MMA', 'mma', 'comedy', 'funny', 'jokes', 'comedian', 'stand up comedy', 'stand up', 'deathsquad']",22,Tom Papa,324223,2849,2016-08-30T02:01:44Z
"Joe Rogan Experience - Fight Companion - August 27, 2016",2016-08-28T05:47:41Z,15583.0,"['Joe Rogan Experience', 'podcast', 'Joe Rogan', 'Eddie Bravo', 'UFC', 'Fight Night', 'UFC on Fox', 'Ultimate Fighting Championship', 'Condit Vs. Maia', 'Damian Maia', 'Carlos Condit', 'Paige Van Zant']",22,"August 27, 2016",534192,5100,2016-08-28T05:47:41Z
Joe Rogan Recaps UFC 202 - Conor McGregor vs. Nate Diaz II,2016-08-24T21:55:31Z,240.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Freak', 'Party', 'Hannibal Buress', 'Joe Rogan', 'Conor McGregor', 'Nate Diaz', 'UFC 202', 'Recap', 'Ultimate Fighting Championship', 'Best of', 'Diaz/McGregor 2', 'McGregor/Diaz 2']",22,Conor McGregor vs. Nate Diaz II,649467,4429,2016-08-24T21:55:31Z
Hannibal Buress Commentary On Joe Rogan On EA UFC 2,2016-08-24T21:42:07Z,256.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Freak', 'Party', 'Hannibal Buress', 'Joe Rogan', 'JRE #836', 'Best of', 'UFC 2', 'special character', 'secret character']",22,,481276,6711,2016-08-24T21:42:07Z
Joe Rogan Experience #837 - Gad Saad,2016-08-24T05:27:56Z,9601.0,"['Joe Rogan Experience', 'podcast', 'Gad Saad', 'Joe Rogan', 'MMA', 'comedy', 'comedian', 'Ultimate Fighting Championship', 'UFC', 'Deathsquad', 'Freak Party', 'Saad Truth', 'funny', 'JRE', 'JRE #837', '837']",22,Gad Saad,411765,4962,2016-08-24T05:27:56Z
Joe Rogan Experience #836 - Hannibal Buress,2016-08-23T06:55:35Z,10360.0,"['Joe Rogan Experience', 'podcast', 'Joe Rogan', 'JRE', 'UFC', 'MMA', 'Hannibal Buress', 'JRE #836', '836', 'comedian', 'comedy', 'jokes', 'stand up', 'funny', 'laugh', 'hilarious', 'Ultimate Fighting Championship', 'UFC 202', 'Conor McGregor', 'Nate Diaz', 'Diaz vs McGregor 2']",22,Hannibal Buress,1231403,10811,2016-08-23T06:55:35Z
Joe Rogan Experience #835 - Louis Theroux,2016-08-23T06:51:54Z,8626.0,"['Joe Rogan Experience', 'JRE #836', '836', 'Joe Rogan', 'comedy', 'comedian', 'jokes', 'funny', 'UFC', 'Ultimate Fighting Championship', 'mma', 'scientology', 'documentary', 'Louis Theroux', 'UFC 202']",22,Louis Theroux,15225159,81032,2016-08-23T06:51:54Z
Joe Rogan Experience #834 - Dan Doty,2016-08-18T22:53:22Z,5769.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Freak', 'Party', 'Dan Doty', 'Joe Rogan', 'JRE #834', '834', 'MeatEater', 'hunting']",22,Dan Doty,184604,1137,2016-08-18T22:53:22Z
Joe Rogan Experience #833 - Brian Redban,2016-08-12T04:15:55Z,12262.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Freak', 'Party', 'Brian Redban', 'comedian', 'JRE #833', '833']",22,Brian Redban,555752,3995,2016-08-12T04:15:55Z
Joe Rogan Experience #832 - Vinny Shoreman,2016-08-11T02:43:27Z,7417.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Joe Rogan (Celebrity)', 'Humor', 'Stand-up Comedy (TV Genre)', 'Hypnosis (Film Subject)', 'self help', 'Joe Schilling (Martial Artist)', 'Martial Arts (Sport)', 'Muay Thai (Martial Art)', 'Kickboxing (Martial Art)', 'Freak Party', 'Vinny Shoreman', 'JRE #832', '832']",22,Vinny Shoreman,238704,1806,2016-08-11T02:43:27Z
Joe Rogan Experience #831 - Byron Bowers,2016-08-10T00:17:12Z,10874.0,"['Joe Rogan Experience', 'Joe Rogan', 'JRE', 'JRE #831', '831', 'Byron Bowers', 'UFC', 'Ultimate Fighting Championship', 'MMA', 'comedy', 'comedian', 'funny', 'jokes', 'laugh', 'storytellers']",22,Byron Bowers,235618,1906,2016-08-10T00:17:12Z
"Joe Rogan Experience - Fight Companion - August 6, 2016",2016-08-07T07:49:42Z,13779.0,"['Joe Rogan Experience', 'Fight Companion', 'Fight COmp', 'UFC', 'Ultimate Fighting Championship', 'Fight Night', 'Salt Lake City', 'JRE', 'Brendan Schaub', 'Joe Rogan', 'Bryan Callen', 'Eddie Bravo', 'comedian', 'comedy', 'funny', 'jokes', 'jiu jitsu', '10th Planet', 'Fighter & The Kid']",22,"August 6, 2016",841061,5872,2016-08-07T07:49:42Z
Joe Rogan Experience #830 - Neal Brennan,2016-08-04T03:41:16Z,11568.0,"['Joe Rogan Experience', 'JRE #830', '830', 'Joe Rogan', 'Neal Brennan', 'Champs', ""Chapelle's Show"", 'comedy', 'jokes', 'stand up', 'funny', 'comedian', 'Deathsquad', 'Freak Party', 'UFC', 'Ultimate Fighting Championship']",22,Neal Brennan,462336,3152,2016-08-04T03:41:16Z
Joe Rogan Experience #829 - Wayne Federman,2016-08-03T04:29:09Z,10779.0,"['Joe Rogan Experience', 'podcast', 'JRE #829', '829', 'Joe Rogan', 'Wayne Federman', 'MMA', 'UFC', 'Ultimate Fighting Championship', 'comedy', 'comedian', 'jokes', 'funny', 'stand up', 'Deathsquad', 'Freak Party']",22,Wayne Federman,222960,1547,2016-08-03T04:29:09Z
Joe Rogan Experience #828 - Duncan Trussell,2016-08-02T04:31:28Z,13428.0,"['Joe Rogan Experience', 'podcast', 'MMA', 'UFC', 'Ultimate Fighting Championship', 'JRE', 'JRE #828', '828', 'Joe Rogan', 'Duncan Trussell', 'comedy', 'funny', 'jokes', 'stand up', 'comedian', 'Duncan Trussell Family Hour']",22,Duncan Trussell,2399582,17469,2016-08-02T04:31:28Z
Joe Rogan Experience #827 - Twitter Q&A with Joe,2016-07-30T04:48:24Z,6382.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Freak', 'Party', 'JRE #827', '827', 'UFC 201', 'Joe Rogan', 'Twitter', 'Questions', 'Answers', 'AMA', 'Q & A']",22,Twitter Q&A with Joe,360707,3883,2016-07-30T04:48:24Z
Justin Wren on Bullying (from Joe Rogan Experience #826),2016-07-29T02:54:20Z,1400.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Freak', 'Party', 'Fight for the Forgotten', 'Joe Rogan', 'Justin Wren', 'Bullying', 'bully', 'JRE #826', '826', 'story', 'storytellers', 'storytelling', 'best of', 'favorite clips']",22,,2163474,33758,2016-07-29T02:54:20Z
Joe Rogan Experience #826 - Justin Wren,2016-07-28T02:58:20Z,8748.0,"['Joe Rogan Experience', 'JRE', 'JRE #825', '825', 'MMA', 'UFC', 'Ultimate Fighting Championship', 'Joe Rogan', 'Justin Wren', 'Fight for the Forgotten', 'Water 4', 'Congo', 'DRC', 'pygmy people', 'Deathsquad', 'Freak Party']",22,Justin Wren,376098,5481,2016-07-28T02:58:20Z
Joe Rogan Experience #825 - Jeremy Stephens,2016-07-27T02:43:32Z,9143.0,"['Joe Rogan Experience', 'JRE #825', '825', 'JRE', 'Jeremy Stephens', 'Joe Rogan', 'UFC', 'Ultimate Fighting Championship', 'MMA', 'fighting', 'comedy', 'comedian', 'funny', 'jokes', 'Onnit']",22,Jeremy Stephens,482484,3818,2016-07-27T02:43:32Z
Joe Rogan Experience #824 - Bryan Callen,2016-07-21T21:14:45Z,7995.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Freak', 'Party', 'Joe Rogan (Celebrity)', 'Bryan Callen (TV Actor)', 'Stand-up Comedy (TV Genre)', 'Television (Invention)', 'Humor', 'FTATK', 'The Fighter & The Kid', 'Brendan Schaub (Athlete)', 'JRE #824', '824']",22,Bryan Callen,626201,5338,2016-07-21T21:14:45Z
Joe Rogan Experience #823 - Eleanor Kerrigan,2016-07-12T01:09:32Z,9332.0,"['Joe Rogan Experience', 'podcast', 'JRE #823', '823', 'JRE', 'UFC', 'MMA', 'Ultimate Fighting Championship', 'Joe Rogan', 'jokes', 'funny', 'comedy', 'comedian', 'stand up', 'Eleanor Kerrigan', 'Redban', 'Andrew Dice Clay']",22,Eleanor Kerrigan,355206,1926,2016-07-12T01:09:32Z
Joe Rogan Experience #822 - Chael Sonnen,2016-07-12T01:02:32Z,8648.0,"['Joe Rogan Experience', 'podcast', 'JRE #822', '822', 'Joe Rogan', 'Chael Sonnen', 'UFC', 'UFC 200', 'Jon Jones', 'Ultimate Fighting Championship', 'funny', 'hilarious', 'comedy', 'comedian', 'jokes', 'stand up', 'MMA']",22,Chael Sonnen,13043584,88226,2016-07-12T01:02:32Z
Joe Rogan Experience - #821 & Fight Companion - Joey Diaz,2016-07-08T06:28:53Z,10840.0,"['Joe Rogan Experience', 'podcast', 'JRE #821', '821', 'UFC', 'MMA', 'Ultimate Fighting Championship', 'comedian', 'comedy', 'jokes', 'funny', 'fighting', 'Fight Night', 'Dos Anjos', 'Eddie Alvarez', 'Joey Diaz', 'Mad Flavor', ""Church of What's Happening Now"", 'UFC 200', 'Fight Week']",22,Joey Diaz,711954,5587,2016-07-08T06:28:53Z
Joe Rogan Experience #819 - Brendan Schaub,2016-07-06T00:55:44Z,9622.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Freak', 'Party', 'Joe Rogan (Celebrity)', 'Stand-up Comedy (TV Genre)', 'Humor', 'Comedian', 'Brendan Schaub (Athlete)', 'Ultimate Fighting Championship (Sports Association)', 'José Aldo (Athlete)', 'UFC 200', 'Jon Jones', 'Daniel Cormier', 'Brock Lesnar', 'Mark Hunt', 'TJ Dillashaw', 'Sage Northcutt']",22,Brendan Schaub,814581,5594,2016-07-06T00:55:44Z
Joe Rogan Experience #818 - Mike Schmidt,2016-07-05T00:24:25Z,8633.0,"['Joe Rogan Experience', 'podcast', 'JRE', 'JRE #818', 'MMA', 'UFC', 'Ultimate Fighting Championship', 'funny', 'comedy', 'comedian', 'jokes', 'The Comedy Store', 'Mike Schmidt', 'defense attorney', 'crminal law', 'wisconsin']",22,Mike Schmidt,595307,6479,2016-07-05T00:24:25Z
Joe Rogan Experience #817 - Jason Hairston & Brendan Burns,2016-07-01T00:11:46Z,9608.0,"['Joe Rogan Experience', 'podcast', 'UFC', 'Ultimate Fighting Championship', 'JRE', 'hunting', 'comedy', 'comedian', 'funny', 'jokes', 'JRE #817', '817', 'KUIU', 'ultra light', 'gear', 'mountains', 'hiking', 'ram', 'sheep', 'bow hunting', 'Jason Hairston', 'Brendan Burns']",22,Jason Hairston & Brendan Burns,199977,1486,2016-07-01T00:11:46Z
Joe Rogan Experience #816 - Joe Schilling,2016-06-30T01:17:04Z,7259.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Joe Rogan (Celebrity)', 'Joe Schilling (Martial Artist)', 'Martial Arts (Sport)', 'Humor', 'Stand-up Comedy (TV Genre)', 'Glory World Series', 'JRE #816', '816']",22,Joe Schilling,341977,2720,2016-06-30T01:17:04Z
Joe Rogan Experience #815 - Cameron Hanes,2016-06-29T00:07:15Z,7746.0,"['Joe Rogan Experience', 'podcast', 'JRE #815', '815', 'Joe Rogan', 'UFC', 'Ultimate Fighting Chamionship', 'comedy', 'comedian', 'jokes', 'funny', 'MMA', 'hunting', 'bow hunting', 'bow', 'arrow', 'HOYT', 'archery', 'keep hammering', 'filthy skillz']",22,Cameron Hanes,290060,2452,2016-06-29T00:07:15Z
Joe Rogan Experience #814 - Ari Shaffir,2016-06-23T04:18:22Z,7125.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Freak', 'Party', 'Ari Shaffir', 'Joe Rogan', 'This Is Not Happening', 'JRE #814', '814', 'Skeptic Tank']",22,Ari Shaffir,557035,3665,2016-06-23T04:18:22Z
Joe Rogan Experience #813 - Shane Dorian,2016-06-23T04:07:13Z,9276.0,"['Joe Rogan Experience', 'JRE', 'UFC', 'MMA', 'jokes', 'comedy', 'comedian', 'funny', 'Joe Rogan', 'Shane Dorian', 'JRE #813', '813', 'big wave', 'surfing', 'bow hunting', 'bow', 'arrow', 'compound bow', 'hawaii']",22,Shane Dorian,324614,2499,2016-06-23T04:07:13Z
Joe Rogan Experience #812 - Russell Brand & Jim Breuer,2016-06-22T02:35:38Z,11284.0,"['Joe Rogan Experience', 'mma', 'UFC', 'Ultimate Fighting Championship', 'Jim Breuer', 'Joe Rogan', 'funny', 'comedy', 'comedian', 'stand up', 'jokes', 'Russell Brand', 'JRE #812', '812', 'Forgetting Sarah Marshall', 'Get Him To the Greek', 'Rock of Ages']",22,Russell Brand & Jim Breuer,3501422,38491,2016-06-22T02:35:38Z
Joe Rogan Experience #811 - Jim Breuer,2016-06-22T01:07:17Z,9722.0,"['Joe Rogan Experience', 'mma', 'UFC', 'Ultimate Fighting Championship', 'Jim Breuer', 'Half Baked', 'Goat Boy', 'Metal In Me', 'Songs From the Garage', 'JRE #811', '811', 'Joe Rogan', 'funny', 'comedy', 'comedian', 'stand up', 'jokes']",22,Jim Breuer,1402207,13630,2016-06-22T01:07:17Z
"Joe Rogan Experience - Fight Companion - June 18, 2016 - Part 2",2016-06-19T08:48:51Z,3574.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Joe Rogan (Celebrity)', 'Brendan Schaub (Athlete)', 'Onnit', 'Ultimate Fighting Championship (Sports Association)', 'Freak Party', 'Martial Arts (Sport)', 'Combat (TV Genre)', 'Fight Night', 'Fight Companion', 'Fight Comp', '10th Planet JJ', 'jui jitsu', 'Jujutsu (Martial Art)', 'Boxing', 'Humor', 'Bryan Callen (TV Actor)', 'Eddie Bravo', 'Rory MacDonald', 'Stephen Thompson', 'Wonderboy', 'Cowboy Cerrone', 'Donald Cerrone', 'Patrick Cote']",22,Part 2,229537,1636,2016-06-19T08:48:51Z
"Joe Rogan Experience - Fight Companion - June 18, 2016 - Part 1",2016-06-19T08:47:35Z,14640.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Joe Rogan (Celebrity)', 'Brendan Schaub (Athlete)', 'Onnit', 'Ultimate Fighting Championship (Sports Association)', 'Freak Party', 'Martial Arts (Sport)', 'Combat (TV Genre)', 'Fight Night', 'Fight Companion', 'Fight Comp', '10th Planet JJ', 'jui jitsu', 'Jujutsu (Martial Art)', 'Boxing', 'Humor', 'Bryan Callen (TV Actor)', 'Eddie Bravo', 'Rory MacDonald', 'Stephen Thompson', 'Wonderboy', 'Cowboy Cerrone', 'Donald Cerrone', 'Patrick Cote']",22,Part 1,678701,4679,2016-06-19T08:47:35Z
Joe Rogan Experience #809 - Aubrey Marcus,2016-06-15T01:00:22Z,9550.0,"['Joe Rogan Experience', 'podcast', 'JRE', 'Aubrey Marcus', 'Joe Rogan', 'UFC', 'Ultimate Fighting Championship', 'Onnit', 'Human Optimization', 'Deathsquad', 'Freak Party', 'Comedy', 'Comedian', 'Stand Up', 'Stand-up', 'JRE #809', '809']",22,Aubrey Marcus,391199,3624,2016-06-15T01:00:22Z
"Joe Rogan Experience #808 - Michael Wood, Jr.",2016-06-14T00:02:21Z,9760.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Freak', 'Party', 'Joe Rogan (Celebrity)', 'Stand-up Comedy (TV Genre)', 'Baltimore (City/Town/Village)', 'Baltimore Police Department (Organization)', 'The Wire (TV Program)', 'Michael Wood Jr.', 'JRE #808', '808']",22,"Michael Wood, Jr.",596849,6647,2016-06-14T00:02:21Z
Joe Rogan On Nate Diaz vs. Conor McGregor 2,2016-06-08T21:35:08Z,726.0,"['Joe Rogan Experience', 'JRE', 'Joe', 'Rogan', 'podcast', 'UFC', 'MMA', 'comedy', 'stand', 'up', 'Deathsquad', 'funny', 'Freak', 'Party', 'JRE #806', '806', 'Dave Smith', 'Nate Diaz', 'Conor McGregor', 'Diaz Vs McGregor 2', 'Ultimate Fighting Championship', 'story', 'storytellers', 'storytelling']",22,,1882221,11889,2016-06-08T21:35:08Z
